Hotel Name,Place,description,Condition,Rating,Total Reviews
Lovely 4 bedroom condo,"Ballygunge, Kolkata","Situated in Kolkata, 4 km from Indian Museum, 4.8 km from Nandan and 5.5 km from Park Street Metro Station, Lovely 4 bedroom condo features accommodation with a balcony and free WiFi.",,,
Hotel Esteem,Kolkata,"Hotel Esteem offers modern, air-conditioned rooms with free Wi-Fi in Kolkata. Featuring a 24-hour reception, the hotel provides free public parking and is 500 metres from the Nehru Children Museum.",Good,7.3,63 reviews
FabHotel Prime Lake View,Kolkata,Travel Sustainable property,Review score,3.7,12 reviews
"BluO 1BHK Salt Lake - Kitchen, Balcony, Parking ,Terrace","Salt Lake, Kolkata",Travel Sustainable property,Superb,9,1 review
The Heritage Suite,"Park Street, Kolkata",Travel Sustainable property,Review score,5.5,6 reviews
Hotel Rayan Inn,Kolkata,Travel Sustainable property,Review score,4,1 review
OYO Townhouse 92944 Hotel Pan Asia International Near Kalighat Kali Temple,"Kalighat, Kolkata",Travel Sustainable property,Review score,2.3,19 reviews
OG BnB,Kolkata,Travel Sustainable property,Very good,8,2 reviews
Sakshi Home Stay,Kolkata,"Set in Kolkata, 7.1 km from Kalighat Kali Temple and 9 km from Indian Museum, Sakshi Home Stay offers accommodation with free WiFi and a terrace.",Review score,5,3 reviews
Kolkata Guest House,Kolkata,"Kolkata Guest House is set in Kolkata, 6.1 km from Dumdum Metro Station and 10 km from M G Road Metro Station.",,,
Hotel Airways,Kolkata,"Featuring 1-star accommodation, Hotel Airways is situated in Kolkata, 45 km from Ranaghat Junction and 49 km from West Bengal State University.",Review score,5.6,5 reviews
Ruby by Olys Apartment,"Ballygunge, Kolkata",Travel Sustainable property,Exceptional,9.5,2 reviews
OG BnB II,Kolkata,"Set within 4.9 km of Dumdum Metro Station and 11 km of M G Road Metro Station, OG BnB II offers rooms in Kolkata.",,,
Reena's Lodge,Kolkata,"Within 4.2 km of Kalighat Kali Temple and 6 km of Indian Museum, Reena's Lodge features free WiFi and a terrace. This apartment is 6.8 km from Nandan and 7.5 km from Park Street Metro Station.",Good,7.5,32 reviews
FabHotel Dream Plaza,"New Town, Kolkata",Travel Sustainable property,Review score,5.8,19 reviews
Holiday Rental Rooms,"Salt Lake, Kolkata",Travel Sustainable property,Review score,5.5,2 reviews
Ghosh homestay,Kolkata,"Situated in Kolkata, 8.2 km from Dumdum Metro Station, 14 km from M G Road Metro Station and 15 km from Sealdah Railway Station, Ghosh homestay features accommodation with a terrace and free WiFi.",Good,7.7,3 reviews
Hotel White House,Kolkata,"Situated in Kolkata, 400 metres from M G Road Metro Station, Hotel White House features accommodation with a garden, free private parking, a shared lounge and a terrace.",Review score,4.2,22 reviews
Fully furnished 2bhk apartment opposite Dakshineshwer Kali temple kolkata,Kolkata,Travel Sustainable property,Very good,8,1 review
Tusthi Banquets,Kolkata,"Set 9.2 km from Kalighat Kali Temple, Tusthi Banquets offers accommodation with free WiFi and free private parking. All units feature air conditioning and a flat-screen TV.",Good,7.2,64 reviews
HILAND INN1,Kolkata,Travel Sustainable property,,,
Lake Land Guest House,Kolkata,Travel Sustainable property,Good,7.2,5 reviews
OYO Flagship 80987 Hotel Rajarhat International & Banquets,Kolkata,"10 km from Dumdum Metro Station, OYO Flagship 80987 Hotel Rajarhat International & Banquets is set in Kolkata and offers air-conditioned rooms.",,,
Collection O 82195 Arham Villa,"New Town, Kolkata","Featuring 3-star accommodation, Collection O 82195 Arham Villa is set in Kolkata, 15 km from Sealdah Railway Station and 15 km from Dumdum Metro Station.",,,
Aristocrat Hotel,"New Town, Kolkata",Travel Sustainable property,,,
Leisurelytimes,Kolkata,"Situated 4.3 km from Kalighat Kali Temple, 6.1 km from Indian Museum and 6.9 km from Nandan, Leisurelytimes features accommodation set in Kolkata.",,,
Nalanda Tulip,Kolkata,"Located near Ballygunge, Dhakuria, Nalanda Tulip features a terrace and views of the city. Private parking is available on site. Each room at this homestay is air conditioned and has a flat-screen TV....",Very good,8.3,19 reviews
Flagship Crown Tower,"New Town, Kolkata",Travel Sustainable property,Review score,1,1 review
Aura hotel,Kolkata,"Featuring 2-star accommodation, Aura hotel is located in Kolkata, 600 metres from Esplanade Metro Station and 800 metres from New Market.",Review score,5.4,12 reviews
Hotel The Crest,"Ballygunge, Kolkata","Featuring a terrace, Hotel The Crest is situated in the Ballygunge district of Kolkata, 3.1 km from Park Street Metro Station and 3.2 km from Indian Museum.",Review score,6.9,9 reviews
Stayotel Kolkata Airport,Kolkata,"Located 5.9 km from Dumdum Metro Station, Stayotel Kolkata Airport offers 2-star accommodation in Kolkata and features a restaurant. This 2-star hotel offers room service and a 24-hour front desk.",Review score,6.6,18 reviews
Hotel Gateway Continental,Kolkata,"Featuring 3-star accommodation, Hotel Gateway Continental is situated in Kolkata, 5.5 km from Dumdum Metro Station and 11 km from M G Road Metro Station.",Review score,6.7,40 reviews
Collection O Leo Guest House,Kolkata,Travel Sustainable property,Review score,4.7,3 reviews
FabHotel RS,"New Town, Kolkata",Travel Sustainable property,Review score,6.2,18 reviews
OYO The Olive Near City Centre Salt Lake,"Salt Lake, Kolkata",OYO The Olive Near City Centre Salt Lake features air-conditioned rooms with TV in the Salt Lake district of Kolkata. This 3-star hotel offers a shared kitchen and a shared lounge.,Review score,3.5,33 reviews
FabExpress Sai City Inn,Kolkata,"Located in Kolkata, 7.4 km from Kalighat Kali Temple, FabExpress Sai City Inn offers air-conditioned rooms with free WiFi.",Review score,5.4,11 reviews
Aqua villa vedic village swimming pool 3bhk,Kolkata,"Located in Kolkata, Aqua villa vedic village swimming pool 3bhk provides accommodation with a private pool. Private parking is available on site.",,,
Hotel Aston International,"Kalighat, Kolkata",Travel Sustainable property,Review score,6.7,12 reviews
OYO Flagship 70371 S s guest House,"New Town, Kolkata",Travel Sustainable property,,,
Ballygunge Garden View Room Homestay,Kolkata,"Offering a garden and garden view, Ballygunge Garden View Room Homestay is set in Kolkata, 3.6 km from Indian Museum and 3.9 km from Nandan.",,,
Dolly's Nest 2 Bhk apartment - Behala Sakherbazar,Kolkata,"Situated in Kolkata, within 7 km of Kalighat Kali Temple and 9.2 km of Nandan, Dolly's Nest 2 Bhk apartment - Behala Sakherbazar offers accommodation with free WiFi, air conditioning and a garden.",,,
Eco palace Stay,Kolkata,"Located in Kolkata, within 13 km of Dumdum Metro Station and 16 km of Sealdah Railway Station, Eco palace Stay provides accommodation with a terrace and free WiFi throughout the property as well as...",,,
OYO Flagship 80998 Ashiana Hotel,Kolkata,"Situated in Kolkata, 39 km from Dumdum Metro Station, OYO Flagship 80998 Ashiana Hotel features rooms with air conditioning. This 3-star hotel offers room service, a 24-hour front desk and free WiFi.",,,
Collection O 80981 Astor House,"New Town, Kolkata","Offering air-conditioned rooms in the New Town district of Kolkata, Collection O 80981 Astor House is 13 km from Dumdum Metro Station. This 3-star hotel offers room service and a 24-hour front desk.",,,
OYO Flagship 80952 Titanic Guest House,Kolkata,OYO Flagship 80952 Titanic Guest House provides free WiFi throughout the property and rooms with air conditioning in Kolkata.,,,
OYO Flagship 80974 Destiny Guest House,"New Town, Kolkata",OYO Flagship 80974 Destiny Guest House features air-conditioned rooms with TV in the New Town district of Kolkata.,,,
OYO Flagship 80868 Galaxy Inn,Kolkata,"Featuring 3-star accommodation, OYO Flagship 80868 Galaxy Inn is situated in Kolkata, 8.2 km from Dumdum Metro Station and 14 km from M G Road Metro Station.",,,
OYO Flagship 80958 Hotel Vrindavan,"Salt Lake, Kolkata","OYO Flagship 80958 Hotel Vrindavan features air-conditioned rooms with TV in the Salt Lake district of Kolkata. With free WiFi, this 3-star hotel offers room service and a 24-hour front desk.",,,
OYO New Hotel City Of Joy Near City Centre Salt Lake,"Salt Lake, Kolkata","Offering air-conditioned rooms in the Salt Lake district of Kolkata, OYO New Hotel City Of Joy Near City Centre Salt Lake is 5 km from Dumdum Metro Station.",Review score,3.7,3 reviews
Crossroads,"Salt Lake, Kolkata",Travel Sustainable property,Good,7.3,142 reviews
Star D'Lite Guest House,"Ballygunge, Kolkata","In a prime location in the Ballygunge district of Kolkata, Star D'Lite Guest House is located 3.4 km from Kalighat Kali Temple, 4.1 km from Nandan and 4.2 km from Indian Museum.",Superb,9,1 review
OYO Comfort Stays,Kolkata,"Featuring 3-star accommodation, OYO Comfort Stays is set in Kolkata, 8 km from Dumdum Metro Station and 11 km from M G Road Metro Station.",Review score,1,1 review
The Peerless Inn Kolkata,Kolkata,"Centrally located in Kolkata, The Peerless Inn is a 12-minute walk from downtown area Park Street. It features a 24-hour restaurant, free Wi-Fi internet and free parking.",Review score,6.7,581 reviews
"BluO Lake View 1BHK New Town - Terrace Garden, Gym","New Town, Kolkata","Set in Kolkata, 12 km from Dumdum Metro Station and 13 km from Sealdah Railway Station, BluO Lake View 1BHK New Town - Terrace Garden, Gym provides accommodation with amenities such as free WiFi and a...",Exceptional,10,1 review
OYO Flagship 80523 Dream House,"Salt Lake, Kolkata",OYO Flagship 80523 Dream House features air-conditioned rooms with TV in the Salt Lake district of Kolkata. This 3-star hotel offers room service and a 24-hour front desk.,,,
Hotel Lee International,Kolkata,"Located 3 km from Sealdah Railway Station, Hotel Lee International offers a 24-hour front desk and free parking facilities. Free Wi-Fi is provided throughout the hotel.",,,
DIAMOND GUEST HOUSE,Kolkata,Travel Sustainable property,Good,7.9,20 reviews
Shanavi Tower,Kolkata,"Set in Kolkata, 5.9 km from Dumdum Metro Station, Shanavi Tower offers air-conditioned accommodation and a terrace.",Exceptional,10,2 reviews
Lovely 2 Bedroom Apartment with kitchen & 2 washrooms,Kolkata,Travel Sustainable property,,,
Aristro Club,Kolkata,"Set in Kolkata, 11 km from Kalighat Kali Temple, Aristro Club offers accommodation with a seasonal outdoor swimming pool, free private parking, a garden and a restaurant.",Review score,4.8,21 reviews
Flagship Sonar Bangla Guest House Near Acropolis Mall,Kolkata,Travel Sustainable property,Review score,3,1 review
Flagship R A Homestay Near Acropolis Mall,Kolkata,Travel Sustainable property,Review score,1,2 reviews
Regent Vatika Ground Floor,Kolkata,"Situated in Kolkata, 2.7 km from Kalighat Kali Temple, Regent Vatika Ground Floor features air-conditioned accommodation and a garden.",,,
OH Kolkata - Sutanuti Homestay,Kolkata,"OH Kolkata - Sutanuti Homestay is set in Kolkata, 2.3 km from M G Road Metro Station and offers air-conditioned accommodation with free WiFi, as well as access to a terrace.",Exceptional,10,2 reviews
Hotel Snowfox,Kolkata,"Located in Kolkata, 12 km from Dumdum Metro Station, Hotel Snowfox provides rooms with air conditioning.",Good,7.5,2 reviews
SPOT ON 69078 New Maa Tara Guest House,Kolkata,"Set in Kolkata, 600 metres from Sealdah Railway Station, SPOT ON 69078 New Maa Tara Guest House offers rooms with air conditioning.",Review score,3.5,2 reviews
FabHotel Amar Raj Inn,"New Town, Kolkata","FabHotel Amar Raj Inn features air-conditioned rooms with flat-screen TV in the New Town district of Kolkata. With free WiFi, this 3-star hotel offers room service and a 24-hour front desk.",Very good,8.3,87 reviews
Super OYO Flagship 4 Season,"New Town, Kolkata",Travel Sustainable property,Review score,1,1 review
FabExpress Om Shanti International,Kolkata,Travel Sustainable property,Review score,5.7,9 reviews
Babul Hotel,Kolkata,Travel Sustainable property,Review score,5.6,134 reviews
FabHotel Amar Raj Regency,"New Town, Kolkata",Travel Sustainable property,Review score,6.1,7 reviews
Flagship Happy Stay Near Rdb Cinemas,"New Town, Kolkata",Travel Sustainable property,Review score,2.2,6 reviews
Luxurious 4bhk Aqua villa vedic village,Kolkata,"Luxurious 4bhk Aqua villa vedic village, a property with a terrace, is situated in Kolkata, 20 km from Dumdum Metro Station, 22 km from Sealdah Railway Station, as well as 25 km from M G Road Metro...",Review score,1,1 review
RISHIKA AC BANQUET AND GUEST HOUSE,Kolkata,"RISHIKA AC BANQUET AND GUEST HOUSE is located in Kolkata, 18 km from Dumdum Metro Station and 25 km from Sealdah Railway Station.",Review score,5.5,2 reviews
Flagship Airport View Near Netaji Subhash Chandra Bose International Airport,Kolkata,Travel Sustainable property,Review score,1.3,4 reviews
Peaceful Living,Kolkata,"Featuring pool views, Peaceful Living offers accommodation with a balcony and a kettle, around 5.9 km from Kalighat Kali Temple.",Superb,9.2,14 reviews
FabExpress Ullash Residency Salt Lake City,"Salt Lake, Kolkata",Travel Sustainable property,Very good,8,46 reviews
Brook View Repose,Kolkata,Travel Sustainable property,Superb,9,2 reviews
Blue Chip,"Ballygunge, Kolkata","Blue Chip is a homely guesthouse located in Kolkata, just 4 km from the famous Indian Museum. The BallyGunge Phari Bus Stand is only 500 metres away.",Superb,9,12 reviews
Toom Cruise Guest house,Kolkata,"Set in Kolkata, just 8.2 km from Dumdum Metro Station, Toom Cruise Guest house offers accommodation with a terrace, a restaurant and free WiFi. This apartment features accommodation with a balcony.",Exceptional,10,1 review
STAYMAKER Addyama - Only Indian Citizens Allowed,Kolkata,"Featuring 3-star accommodation, STAYMAKER Addyama - Only Indian Citizens Allowed is situated in Kolkata, 8.5 km from Dumdum Metro Station and 11 km from M G Road Metro Station.",Good,7.7,12 reviews
"LOVELY 2 BEDROOM CONDO ON VIP ROAD, NEAR AIRPORT, wifi, netflix and other subscriptions",Kolkata,"Located in Kolkata, just 7.2 km from Dumdum Metro Station, LOVELY 2 BEDROOM CONDO ON VIP ROAD, NEAR AIRPORT, wifi, netflix and other subscriptions provides accommodation with a shared lounge, a...",Exceptional,10,1 review
Malik Guest House,Kolkata,Travel Sustainable property,Review score,6.4,22 reviews
SHRISTI HEIGHT,"New Town, Kolkata",Travel Sustainable property,Good,7.5,11 reviews
Amar Priya Guest House,Kolkata,"Located in Kolkata within 6.9 km of Sealdah Railway Station and 7.4 km of Park Street Metro Station, Amar Priya Guest House provides rooms with free WiFi.",Review score,6.5,13 reviews
OYO Flagship 80836 Star Guest House,Kolkata,"Featuring 3-star accommodation, OYO Flagship 80836 Star Guest House is set in Kolkata, 8 km from Dumdum Metro Station and 14 km from M G Road Metro Station.",Superb,9,2 reviews
HANDMADE HOMES HAZRA: 2 BED APARTMENT AT KALIGHAT,"Kalighat, Kolkata","HANDMADE HOMES HAZRA: 2 BED APARTMENT AT KALIGHAT is situated in the Kalighat district of Kolkata, 1 km from Kalighat Kali Temple, 1.9 km from Indian Museum and 2.4 km from Nandan.",Review score,4,1 review
Unique & Comfy 2BHK Apartment Near Acropolis Mall,Kolkata,"Unique & Comfy 2BHK Apartment Near Acropolis Mall is situated in Kolkata, 4.6 km from Kalighat Kali Temple, 5.2 km from Park Street Metro Station, and 5.3 km from Indian Museum.",,,
Capital Guest House,Kolkata,Travel Sustainable property,Review score,3.9,19 reviews
